"SCMEB" "DRSC" "BayesSpace" "Louvain"
"3298" 3 3 6 4
"3299" 5 5 7 8
"3300" 2 2 7 2
"3301" 1 2 4 5
"3302" 5 1 2 5
"3303" 3 1 2 5
"3304" 1 2 4 2
"3305" 1 2 4 7
"3306" 3 3 6 4
"3307" 1 2 4 2
"3308" 2 2 4 6
"3309" 6 6 3 3
"3310" 2 2 4 2
"3311" 3 3 6 4
"3312" 2 2 4 2
"3313" 2 2 4 2
"3314" 5 3 6 5
"3315" 3 3 6 4
"3316" 1 1 2 6
"3317" 5 5 6 4
"3318" 2 2 4 2
"3319" 5 1 2 2
"3320" 1 3 6 4
"3321" 2 2 4 2
"3322" 5 1 2 5
"3323" 2 4 4 2
"3324" 1 1 2 5
"3325" 4 4 1 7
"3326" 4 4 5 7
"3327" 1 1 2 5
"3328" 3 1 2 4
"3329" 5 1 7 2
"3330" 1 1 7 6
"3331" 4 1 2 5
"3332" 4 4 5 7
"3333" 6 6 3 3
"3334" 5 1 7 6
"3335" 6 6 3 3
"3336" 5 1 2 5
"3337" 4 1 7 2
"3338" 6 6 3 3
"3339" 3 1 2 4
"3340" 6 6 3 3
"3341" 3 3 6 4
"3342" 3 1 2 4
"3343" 3 1 2 4
"3344" 1 2 4 2
"3345" 3 1 2 4
"3346" 2 2 4 2
"3347" 1 1 7 9
"3348" 4 4 5 7
"3349" 5 5 6 8
"3350" 4 4 5 7
"3351" 1 2 4 2
"3352" 4 4 1 7
"3353" 4 4 5 7
"3354" 4 4 5 7
"3355" 1 2 4 6
"3356" 5 5 6 8
"3357" 1 1 7 9
"3358" 6 6 3 3
"3359" 6 6 3 3
"3360" 6 2 7 3
"3361" 6 6 3 3
"3362" 6 6 3 3
"3363" 6 6 3 3
"3364" 6 6 3 3
"3365" 2 2 7 2
"3366" 3 3 6 5
"3367" 2 2 4 6
"3368" 1 2 4 6
"3369" 4 4 5 7
"3370" 3 3 6 4
"3371" 3 3 6 4
"3372" 3 1 2 4
"3373" 1 1 2 5
"3374" 1 2 2 5
"3375" 2 2 4 6
"3376" 2 2 4 2
"3377" 1 1 2 5
"3378" 6 6 3 3
"3379" 6 6 3 3
"3380" 2 2 4 2
"3381" 6 3 6 4
"3382" 3 3 6 4
"3383" 3 3 6 4
"3384" 3 1 2 5
"3385" 6 3 6 3
"3386" 1 1 2 5
"3387" 1 1 2 5
"3388" 6 6 2 5
"3389" 1 1 2 6
"3390" 5 5 6 8
"3391" 4 4 1 7
"3392" 6 6 3 3
"3393" 3 3 6 4
"3394" 1 2 4 6
"3395" 5 5 6 8
"3396" 4 4 5 7
"3397" 3 1 2 5
"3398" 1 2 4 2
"3399" 2 2 7 6
"3400" 6 6 3 3
"3401" 1 2 4 2
"3402" 5 1 2 5
"3403" 5 5 6 8
"3404" 2 2 4 2
"3405" 3 3 6 4
"3406" 6 6 3 3
"3407" 5 5 7 2
"3408" 1 1 2 4
"3409" 3 3 6 4
"3410" 5 3 6 8
"3411" 3 1 6 4
"3412" 2 2 4 2
"3413" 2 2 4 2
"3414" 1 2 4 6
"3415" 3 3 6 5
"3416" 1 2 4 6
"3417" 4 4 4 2
"3418" 3 1 2 4
"3419" 1 2 2 6
"3420" 1 2 4 2
"3421" 1 2 2 5
"3422" 1 2 2 6
"3423" 5 2 7 6
"3424" 5 5 6 8
"3425" 2 2 7 2
"3426" 5 1 7 8
"3427" 4 2 4 8
"3428" 2 2 4 6
"3429" 2 2 4 2
"3430" 5 1 6 4
"3431" 1 2 4 6
"3432" 1 2 4 6
"3433" 5 5 7 2
"3434" 1 1 2 6
"3435" 1 1 2 5
"3436" 1 2 7 2
"3437" 3 3 6 4
"3438" 1 2 4 6
"3439" 1 1 2 5
"3440" 1 1 2 5
"3441" 1 1 2 5
"3442" 6 6 3 3
"3443" 2 2 4 2
"3444" 6 3 3 3
"3445" 6 6 3 3
"3446" 6 6 3 3
"3447" 4 4 7 9
"3448" 3 3 6 4
"3449" 4 4 4 7
"3450" 5 2 7 6
"3451" 2 2 4 2
"3452" 3 3 6 4
"3453" 3 1 6 4
"3454" 4 4 5 7
"3455" 2 2 4 6
"3456" 2 2 4 2
"3457" 4 1 7 2
"3458" 5 1 7 4
"3459" 6 6 3 3
"3460" 3 3 6 4
"3461" 1 1 2 5
"3462" 1 1 2 5
"3463" 1 2 4 2
"3464" 4 4 4 3
"3465" 6 6 3 3
"3466" 3 1 2 4
"3467" 2 2 4 6
"3468" 3 1 2 5
"3469" 6 6 3 3
"3470" 2 2 4 2
"3471" 4 2 4 9
"3472" 4 4 5 7
"3473" 6 6 3 3
"3474" 5 3 6 8
"3475" 5 5 6 8
"3476" 2 2 7 2
"3477" 2 2 4 6
"3478" 1 1 2 6
"3479" 2 2 4 2
"3480" 1 2 4 6
"3481" 1 1 2 2
"3482" 4 4 5 2
"3483" 2 2 4 2
"3484" 1 2 4 6
"3485" 3 3 6 4
"3486" 5 1 7 4
"3487" 6 6 3 3
"3488" 5 5 7 2
"3489" 4 4 4 2
"3490" 5 1 2 5
"3491" 2 2 4 2
"3492" 3 3 6 4
"3493" 6 6 3 3
"3494" 6 6 3 3
"3495" 6 6 3 3
"3496" 3 1 6 4
"3497" 5 5 6 8
"3498" 6 6 3 3
"3499" 5 5 6 8
"3500" 1 1 2 5
"3501" 1 1 2 5
"3502" 3 3 6 4
"3503" 1 1 2 5
"3504" 3 3 6 4
"3505" 3 3 6 4
"3506" 6 6 3 3
"3507" 5 1 7 5
"3508" 6 6 3 3
"3509" 6 3 6 3
"3510" 2 2 4 2
"3511" 4 4 1 7
"3512" 1 2 2 2
"3513" 6 6 3 3
"3514" 2 2 4 5
"3515" 1 2 2 5
"3516" 6 6 3 3
"3517" 6 6 3 3
"3518" 4 4 5 7
"3519" 3 3 6 3
"3520" 3 3 6 4
"3521" 3 3 6 4
"3522" 3 1 2 5
"3523" 1 1 2 5
"3524" 5 1 7 5
"3525" 2 2 4 2
"3526" 3 3 6 4
"3527" 5 5 7 6
"3528" 5 1 7 6
"3529" 2 2 4 2
"3530" 6 6 3 3
"3531" 3 3 6 8
"3532" 6 6 3 3
"3533" 2 2 4 2
"3534" 1 2 4 6
"3535" 1 1 7 9
"3536" 5 1 7 6
"3537" 3 3 6 4
"3538" 2 6 4 2
"3539" 2 2 4 6
"3540" 4 4 5 7
"3541" 5 1 7 6
"3542" 1 1 2 5
"3543" 2 2 4 7
"3544" 5 1 7 5
"3545" 1 1 2 5
"3546" 1 1 2 5
"3547" 6 6 3 3
"3548" 6 6 3 3
"3549" 1 1 2 5
"3550" 6 6 3 3
"3551" 5 1 7 2
"3552" 1 2 4 2
"3553" 6 6 3 3
"3554" 4 4 4 7
"3555" 2 2 7 2
"3556" 3 1 2 4
"3557" 1 1 2 5
"3558" 5 1 7 5
"3559" 4 4 5 7
"3560" 1 1 2 5
"3561" 1 2 4 6
"3562" 3 3 6 3
"3563" 2 2 4 2
"3564" 5 2 7 2
"3565" 2 2 7 2
"3566" 4 4 7 7
"3567" 2 2 4 2
"3568" 3 3 6 4
"3569" 3 3 6 4
"3570" 6 5 6 8
"3571" 1 2 4 2
"3572" 1 2 2 5
"3573" 2 2 4 2
"3574" 4 2 4 2
"3575" 4 2 7 9
"3576" 3 3 6 4
"3577" 2 2 4 2
"3578" 6 6 6 3
"3579" 4 4 3 3
"3580" 1 1 2 5
"3581" 6 6 3 3
"3582" 2 2 4 2
"3583" 3 1 6 5
"3584" 6 6 3 3
"3585" 2 2 4 2
"3586" 3 3 6 4
"3587" 3 3 6 4
"3588" 6 5 3 3
"3589" 3 3 6 4
"3590" 6 6 3 3
"3591" 1 1 2 5
"3592" 3 3 6 4
"3593" 2 2 4 5
"3594" 3 1 2 4
"3595" 5 1 7 2
"3596" 3 3 6 4
"3597" 4 4 4 7
"3598" 6 6 3 3
"3599" 2 2 7 2
"3600" 6 6 6 3
"3601" 2 2 4 2
"3602" 2 2 4 2
"3603" 6 6 3 3
"3604" 5 3 6 4
"3605" 6 6 6 3
"3606" 4 4 5 7
"3607" 6 6 3 3
"3608" 6 6 3 3
"3609" 6 5 6 3
"3610" 2 2 4 2
"3611" 3 3 6 4
"3612" 6 6 3 3
"3613" 4 4 5 7
"3614" 3 3 6 4
"3615" 5 3 6 8
"3616" 1 2 2 5
"3617" 6 6 3 3
"3618" 1 2 4 6
"3619" 1 1 2 5
"3620" 3 1 2 4
"3621" 5 3 6 4
"3622" 2 2 7 2
"3623" 4 4 7 9
"3624" 4 4 5 3
"3625" 4 1 2 9
"3626" 5 1 7 5
"3627" 1 2 4 6
"3628" 6 6 3 3
"3629" 1 2 4 2
"3630" 1 2 4 6
"3631" 3 3 6 4
"3632" 2 2 4 6
"3633" 1 2 7 6
"3634" 4 4 5 7
"3635" 6 3 3 3
"3636" 5 2 7 2
"3637" 5 5 6 4
"3638" 6 6 3 3
"3639" 1 2 4 6
"3640" 3 1 2 4
"3641" 2 2 7 6
"3642" 3 3 6 4
"3643" 5 5 7 2
"3644" 1 1 2 5
"3645" 2 2 4 2
"3646" 3 3 6 4
"3647" 2 2 4 2
"3648" 3 5 6 4
"3649" 2 2 4 6
"3650" 3 3 6 5
"3651" 2 2 4 2
"3652" 2 2 4 6
"3653" 2 2 7 6
"3654" 3 3 6 4
"3655" 2 2 4 2
"3656" 2 2 7 2
"3657" 6 6 3 3
"3658" 5 5 7 2
"3659" 5 1 7 2
"3660" 3 3 6 4
"3661" 1 2 4 7
"3662" 3 3 6 4
"3663" 5 2 7 2
"3664" 4 4 1 7
"3665" 3 1 2 4
"3666" 5 1 7 2
"3667" 2 2 7 6
"3668" 5 3 6 8
"3669" 3 3 6 4
"3670" 2 2 7 2
"3671" 5 5 6 8
"3672" 2 2 7 2
"3673" 4 1 7 2
"3674" 2 2 4 6
"3675" 5 1 7 5
"3676" 6 6 3 3
"3677" 3 3 6 4
"3678" 1 2 4 2
"3679" 5 5 6 8
"3680" 1 6 2 5
"3681" 3 3 6 4
"3682" 3 3 6 4
"3683" 5 3 6 8
"3684" 3 3 6 5
"3685" 6 6 3 3
"3686" 1 2 4 6
"3687" 4 1 7 2
"3688" 3 3 6 4
"3689" 6 6 3 3
"3690" 1 1 2 5
"3691" 5 1 7 2
"3692" 5 5 6 8
"3693" 5 5 7 8
"3694" 6 6 3 3
"3695" 5 3 6 4
"3696" 5 1 7 5
"3697" 3 1 2 5
"3698" 2 2 7 2
"3699" 5 5 7 2
"3700" 3 1 2 4
"3701" 2 5 4 2
"3702" 3 5 6 4
"3703" 5 3 6 8
"3704" 5 1 7 2
"3705" 5 5 6 8
"3706" 6 6 3 3
"3707" 6 6 3 3
"3708" 6 6 3 3
"3709" 3 3 6 4
"3710" 4 4 1 7
"3711" 6 5 6 8
"3712" 1 2 4 2
"3713" 4 1 7 9
"3714" 4 4 7 9
"3715" 2 2 4 2
"3716" 6 6 3 3
"3717" 6 6 3 3
"3718" 4 4 5 7
"3719" 5 5 7 2
"3720" 1 2 4 2
"3721" 6 6 3 3
"3722" 1 2 4 8
"3723" 5 5 6 8
"3724" 4 4 5 7
"3725" 2 2 4 6
"3726" 6 5 3 3
"3727" 6 6 3 3
"3728" 1 1 2 5
"3729" 5 3 6 8
"3730" 2 2 4 6
"3731" 5 5 6 8
"3732" 1 2 7 6
"3733" 3 3 6 4
"3734" 1 2 4 2
"3735" 5 3 6 8
"3736" 6 6 3 3
"3737" 6 6 3 3
"3738" 3 3 6 4
"3739" 1 2 2 5
"3740" 2 2 4 2
"3741" 6 6 3 3
"3742" 2 2 4 2
"3743" 4 4 1 7
"3744" 6 6 3 3
"3745" 1 2 7 2
"3746" 1 2 2 5
"3747" 5 3 6 4
"3748" 2 2 4 2
"3749" 5 5 7 2
"3750" 1 2 4 5
"3751" 1 2 4 2
"3752" 4 4 1 7
"3753" 1 2 2 5
"3754" 6 6 3 3
"3755" 3 1 2 5
"3756" 6 6 3 3
"3757" 2 2 4 2
"3758" 3 1 2 5
"3759" 5 3 6 8
"3760" 6 6 3 3
"3761" 2 5 7 2
"3762" 6 5 3 3
"3763" 4 4 5 7
"3764" 4 4 5 7
"3765" 1 1 2 5
"3766" 1 2 4 6
"3767" 1 1 2 5
"3768" 3 3 6 4
"3769" 6 6 3 3
"3770" 4 4 1 7
"3771" 2 2 4 2
"3772" 2 2 4 2
"3773" 5 1 2 2
"3774" 2 2 4 2
"3775" 6 6 3 3
"3776" 6 6 3 3
"3777" 6 6 3 3
"3778" 5 1 7 5
"3779" 1 2 2 5
"3780" 1 1 2 6
"3781" 2 2 4 6
"3782" 2 2 4 6
"3783" 3 3 6 4
"3784" 6 6 3 3
"3785" 5 3 6 8
"3786" 3 3 6 5
"3787" 5 3 6 4
"3788" 3 3 6 4
"3789" 3 3 6 4
"3790" 4 4 1 7
"3791" 3 3 6 4
"3792" 2 2 4 6
"3793" 1 2 4 5
"3794" 1 2 4 2
"3795" 3 3 6 4
"3796" 2 2 4 2
"3797" 4 4 6 7
"3798" 6 3 6 3
"3799" 2 2 4 2
"3800" 5 1 7 6
"3801" 5 6 6 8
"3802" 4 4 5 7
"3803" 2 2 4 2
"3804" 4 4 5 7
"3805" 5 2 7 2
"3806" 1 1 2 5
"3807" 3 3 6 4
"3808" 2 2 7 2
"3809" 4 2 4 6
"3810" 1 2 4 2
"3811" 4 4 5 7
"3812" 1 2 4 6
"3813" 6 5 3 3
"3814" 6 6 3 3
"3815" 5 1 7 5
"3816" 3 1 6 4
"3817" 1 1 2 5
"3818" 2 2 4 8
"3819" 3 5 6 4
"3820" 3 3 6 4
"3821" 6 6 3 3
"3822" 5 3 6 8
"3823" 6 6 3 3
"3824" 1 2 2 5
"3825" 2 2 4 2
"3826" 4 4 5 7
"3827" 5 1 6 5
"3828" 5 1 7 5
"3829" 2 2 7 2
"3830" 6 6 3 3
"3831" 5 3 6 4
"3832" 5 1 7 2
"3833" 2 2 4 2
"3834" 2 2 4 2
"3835" 2 2 4 6
"3836" 3 3 6 4
"3837" 3 1 2 5
"3838" 1 1 2 4
"3839" 4 4 5 7
"3840" 2 2 4 2
"3841" 5 3 6 8
"3842" 3 3 6 5
"3843" 6 6 3 3
"3844" 1 1 2 5
"3845" 3 3 6 4
"3846" 3 5 6 4
"3847" 6 6 3 3
"3848" 1 1 2 5
"3849" 4 1 7 5
"3850" 2 2 4 2
"3851" 3 3 6 4
"3852" 4 4 1 7
"3853" 1 1 7 5
"3854" 5 1 2 5
"3855" 6 6 3 3
"3856" 6 6 3 3
"3857" 1 1 2 5
"3858" 1 1 2 8
"3859" 5 2 7 6
"3860" 3 3 6 4
"3861" 4 4 5 7
"3862" 5 2 7 2
"3863" 6 5 6 8
"3864" 1 2 7 2
"3865" 1 1 2 6
"3866" 5 3 6 5
"3867" 4 4 5 7
"3868" 1 1 2 5
"3869" 1 2 4 5
"3870" 1 2 4 6
"3871" 3 3 6 4
"3872" 2 2 4 2
"3873" 2 2 4 2
"3874" 4 4 4 2
"3875" 6 6 3 3
"3876" 3 3 6 4
"3877" 1 1 2 5
"3878" 6 6 3 3
"3879" 5 5 7 2
"3880" 3 3 6 4
"3881" 6 6 3 3
"3882" 5 5 7 8
"3883" 3 3 6 4
"3884" 5 1 7 2
"3885" 3 1 2 5
"3886" 4 4 5 7
"3887" 6 6 3 3
"3888" 2 2 4 2
"3889" 6 5 6 8
"3890" 2 2 4 2
"3891" 2 2 4 2
"3892" 1 1 7 2
"3893" 2 2 4 2
"3894" 5 1 7 6
"3895" 6 6 3 3
"3896" 6 6 3 3
"3897" 2 2 7 2
"3898" 1 2 4 2
"3899" 5 3 6 4
"3900" 4 4 7 9
"3901" 1 2 2 5
"3902" 1 1 7 6
"3903" 6 6 3 3
"3904" 4 4 7 2
"3905" 2 2 7 2
"3906" 3 3 6 4
"3907" 6 6 3 3
"3908" 6 6 3 3
"3909" 6 6 3 3
"3910" 2 2 4 6
"3911" 5 3 6 8
"3912" 2 2 4 2
"3913" 1 1 2 5
"3914" 6 3 3 3
"3915" 6 6 3 3
"3916" 6 6 3 3
"3917" 2 2 4 7
"3918" 2 2 4 6
"3919" 3 3 6 4
"3920" 1 1 2 6
"3921" 3 3 6 4
"3922" 6 5 6 8
"3923" 3 3 6 4
"3924" 5 1 7 4
"3925" 6 5 3 3
"3926" 6 6 3 3
"3927" 2 2 4 2
"3928" 3 3 6 4
"3929" 1 2 2 5
"3930" 1 1 2 5
"3931" 3 3 6 4
"3932" 2 2 4 2
"3933" 3 3 6 4
"3934" 3 3 6 4
"3935" 2 2 4 2
"3936" 2 2 4 2
"3937" 5 3 6 8
"3938" 5 2 7 6
"3939" 2 2 4 2
"3940" 6 6 3 3
"3941" 3 3 6 4
"3942" 4 2 4 7
"3943" 5 5 7 8
"3944" 4 4 5 7
"3945" 5 2 7 2
"3946" 1 1 2 5
"3947" 1 2 2 5
"3948" 5 1 7 2
"3949" 1 1 7 2
"3950" 1 1 2 5
"3951" 4 4 5 7
"3952" 1 2 7 2
"3953" 6 3 6 3
"3954" 1 1 2 5
"3955" 5 3 6 8
"3956" 3 3 6 4
"3957" 6 6 3 3
"3958" 3 3 6 4
"3959" 5 5 7 5
"3960" 3 3 6 4
"3961" 6 6 6 3
"3962" 1 1 7 4
"3963" 5 3 6 4
"3964" 2 2 4 2
"3965" 1 1 2 5
"3966" 3 3 6 4
"3967" 6 6 3 3
"3968" 3 3 6 3
"3969" 1 2 4 6
"3970" 1 1 7 5
"3971" 1 2 4 2
"3972" 6 6 3 3
"3973" 5 5 7 8
"3974" 6 6 3 3
"3975" 1 1 2 5
"3976" 3 3 6 4
"3977" 4 4 5 7
"3978" 2 2 4 6
"3979" 6 6 3 3
"3980" 6 6 3 3
"3981" 3 3 6 4
"3982" 1 1 7 8
"3983" 2 2 4 6
"3984" 3 3 6 4
"3985" 3 3 6 4
"3986" 2 2 4 2
"3987" 6 6 6 3
"3988" 3 1 2 5
"3989" 5 5 6 8
"3990" 1 2 2 5
"3991" 6 6 3 3
"3992" 1 1 2 5
"3993" 2 2 4 2
"3994" 3 3 6 4
"3995" 5 3 6 4
"3996" 6 3 6 3
"3997" 5 3 6 8
"3998" 2 2 4 2
"3999" 5 2 7 6
"4000" 2 2 4 6
"4001" 3 1 6 4
"4002" 1 1 2 5
"4003" 1 2 2 6
"4004" 6 6 3 3
"4005" 6 6 3 3
"4006" 2 2 4 2
"4007" 4 2 4 6
"4008" 6 6 3 3
"4009" 5 2 7 6
"4010" 5 1 7 2
"4011" 3 3 6 4
"4012" 3 1 2 4
"4013" 6 6 3 3
"4014" 2 2 4 6
"4015" 5 5 6 8
"4016" 1 2 4 6
"4017" 2 2 4 2
"4018" 1 2 2 5
"4019" 5 1 7 2
"4020" 6 6 3 3
"4021" 6 6 3 3
"4022" 2 2 4 2
"4023" 5 3 6 4
"4024" 5 1 7 5
"4025" 3 3 6 4
"4026" 6 3 6 4
"4027" 3 3 6 4
"4028" 2 2 7 6
"4029" 4 4 5 7
"4030" 1 1 2 5
"4031" 4 2 4 7
"4032" 3 3 6 4
"4033" 1 1 7 6
"4034" 1 1 2 2
"4035" 5 1 6 4
"4036" 6 3 6 3
"4037" 1 1 2 5
"4038" 5 2 7 2
"4039" 3 3 6 4
"4040" 6 3 6 3
"4041" 5 1 2 5
"4042" 3 3 6 4
"4043" 6 6 3 3
"4044" 5 3 6 4
"4045" 6 6 3 3
"4046" 1 1 2 5
"4047" 2 2 4 2
"4048" 4 4 5 7
"4049" 3 3 6 4
"4050" 5 1 7 2
"4051" 2 5 7 2
"4052" 2 2 4 2
"4053" 4 4 1 7
"4054" 1 2 4 6
"4055" 3 3 6 4
"4056" 5 1 7 2
"4057" 3 3 6 4
"4058" 6 6 3 3
"4059" 1 2 4 2
"4060" 1 2 4 6
"4061" 6 6 3 3
"4062" 5 5 6 8
"4063" 6 6 3 3
"4064" 2 2 7 2
"4065" 6 3 6 3
"4066" 2 2 4 2
"4067" 6 6 3 3
"4068" 1 2 7 6
"4069" 1 2 4 5
"4070" 6 5 3 3
"4071" 5 5 7 6
"4072" 5 1 7 2
"4073" 3 3 6 4
"4074" 2 2 7 2
"4075" 2 2 4 2
"4076" 3 3 6 4
"4077" 2 2 4 2
"4078" 1 1 2 4
"4079" 5 3 6 4
"4080" 1 1 2 5
"4081" 2 2 4 6
"4082" 3 3 6 4
"4083" 1 2 4 6
"4084" 5 5 7 8
"4085" 6 6 3 3
"4086" 6 5 3 3
"4087" 6 6 3 3
"4088" 3 1 2 5
"4089" 5 1 2 5
"4090" 4 2 4 9
"4091" 2 2 4 2
"4092" 4 4 5 7
"4093" 6 6 3 3
"4094" 1 1 2 5
"4095" 5 3 6 4
"4096" 6 6 3 3
"4097" 5 3 6 4
"4098" 6 6 3 3
"4099" 3 1 2 5
"4100" 1 2 4 6
"4101" 3 1 2 4
"4102" 4 4 5 7
"4103" 2 2 7 2
"4104" 2 2 7 2
"4105" 2 2 2 2
"4106" 5 1 7 6
"4107" 6 6 3 3
"4108" 4 1 7 9
"4109" 3 1 2 4
"4110" 3 3 6 4
"4111" 5 1 7 5
"4112" 6 6 3 3
"4113" 6 3 6 3
"4114" 2 2 4 6
"4115" 5 5 6 8
"4116" 1 2 4 6
"4117" 3 3 6 4
"4118" 1 1 2 5
"4119" 2 2 4 6
"4120" 6 6 3 3
"4121" 6 6 3 3
"4122" 1 1 2 5
"4123" 2 2 4 2
"4124" 1 1 2 5
"4125" 3 1 2 4
"4126" 4 4 4 7
"4127" 5 5 6 8
"4128" 5 1 7 5
"4129" 1 1 2 5
"4130" 2 2 4 6
"4131" 3 3 6 4
"4132" 4 2 4 7
"4133" 6 3 6 4
"4134" 5 5 6 8
"4135" 1 2 2 5
"4136" 5 5 7 2
"4137" 2 2 7 2
"4138" 1 2 2 5
"4139" 5 5 7 8
"4140" 5 5 6 8
"4141" 6 6 3 3
"4142" 5 3 6 8
"4143" 5 5 6 8
"4144" 6 6 3 3
"4145" 1 1 2 5
"4146" 4 4 5 7
"4147" 3 3 6 4
"4148" 2 2 4 2
"4149" 1 1 2 5
"4150" 4 4 5 7
"4151" 1 2 2 6
"4152" 3 3 6 4
"4153" 3 3 6 4
"4154" 1 2 2 6
"4155" 5 5 7 8
"4156" 4 4 5 7
"4157" 1 1 2 5
"4158" 2 2 4 2
"4159" 6 6 3 3
"4160" 2 2 4 2
"4161" 4 1 7 2
"4162" 2 2 4 2
"4163" 1 2 4 6
"4164" 6 6 3 3
"4165" 1 1 2 6
"4166" 1 2 4 6
"4167" 6 6 3 3
"4168" 2 2 4 2
"4169" 6 6 6 3
"4170" 2 2 4 2
"4171" 3 3 6 4
"4172" 3 3 6 5
"4173" 5 1 2 5
"4174" 3 1 2 4
"4175" 6 6 3 3
"4176" 2 2 4 2
"4177" 1 2 2 6
"4178" 5 1 7 8
"4179" 2 2 7 6
"4180" 3 3 6 4
"4181" 1 2 4 2
"4182" 6 6 3 3
"4183" 5 5 6 4
"4184" 2 2 4 2
"4185" 1 1 2 5
"4186" 6 6 3 3
"4187" 5 5 6 8
"4188" 2 2 4 2
"4189" 1 1 2 5
"4190" 4 4 5 7
"4191" 3 3 6 4
"4192" 4 1 7 2
"4193" 3 3 6 4
"4194" 6 6 3 3
"4195" 6 5 6 8
"4196" 1 2 4 2
"4197" 5 3 6 8
"4198" 4 4 5 7
"4199" 5 3 6 8
"4200" 1 2 4 2
"4201" 3 3 6 4
"4202" 1 1 2 5
"4203" 6 6 3 3
"4204" 3 3 6 4
"4205" 2 2 7 2
"4206" 4 4 4 2
"4207" 2 2 4 2
"4208" 2 2 4 2
"4209" 3 3 6 4
"4210" 1 2 4 6
"4211" 2 2 4 6
"4212" 2 2 4 2
"4213" 1 2 4 6
"4214" 3 1 2 4
"4215" 3 3 6 4
"4216" 4 4 7 9
"4217" 3 3 6 5
"4218" 1 2 4 6
"4219" 4 4 5 7
"4220" 1 2 4 6
"4221" 6 6 3 3
